SLNO,ZONE,WARD,HOSPITAL NAME,ADDRESS,ADDRESS,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Postal code,City,Country,Region
69,03-Madhavaram,031,NM FERTILITY AND SURGICAL CARE CENTRE,"NO. 203, KKR GARDEN FIRST MAIN ROAD,
THABALPETTI, MADHAVARAM, CHENNAI 600060","NO. 203, KKR GARDEN FIRST MAIN ROAD,
THABALPETTI, MADHAVARAM, CHENNAI 600060","Ok, partial match","1st Main Rd, Chennai, Tamil Nadu, India",13.1443043,80.2338674,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
70,03-Madhavaram,032,SRI KUMARAN HEALTH CENTRE,"200 FT INNER RING ROAD LAKSHMIPURAM CHENNAI
600099","200 FT INNER RING ROAD LAKSHMIPURAM CHENNAI
600099",Ok,"200 Feet Ring Rd, Chennai, Tamil Nadu 600099, India",13.1414139,80.2188421,route,GEOMETRIC_CENTER,600099,Chennai,India,Tamil Nadu
71,03-Madhavaram,032,MAYA NURSING HOME,PRH ROAD LAKSHMIPURAM CHENNAI 600099,PRH ROAD LAKSHMIPURAM CHENNAI 600099,Ok,"Perambur Red Hills High Rd, Lakshmipuram, Chennai, Tamil Nadu, India",13.1380949,80.2073363,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
72,04-Tondiarpet,034,NOOR HOSPITAL,"13,SEETHARAM NAGAR 7TH ST,CHINNA
KODUNGAIYUR, CHENNAI.118 600118","13,SEETHARAM NAGAR 7TH ST,CHINNA
KODUNGAIYUR, CHENNAI.118 600118","Ok, partial match","7th St, Chinna Kodungaiyur, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1416901,80.2484917,route,GEOMETRIC_CENTER,600118,Chennai,India,Tamil Nadu
73,04-Tondiarpet,034,SRI SELVAN NURSING HOME,"5/811, MOSQUE STREET, KODUNGAIYUR, CHENNAI
600118","5/811, MOSQUE STREET, KODUNGAIYUR, CHENNAI
600118",Ok,"5, Periyar Nagar Main Rd, Periyar Nagar, Moolakadai, Perambur, Chennai, Tamil Nadu 600110, India",13.1284362,80.2402353,street_address,RANGE_INTERPOLATED,600110,Chennai,India,Tamil Nadu
74,04-Tondiarpet,034,TEST,TEST TEST TEST 0,TEST TEST TEST 0,No result,,,,,,,,,
75,04-Tondiarpet,034,SUBHASH NURSING HOME,"70, MUTHAMIZH NAGAR, KODUNGAIYUR,3RD BLOCK,
CHENNAI 600118","70, MUTHAMIZH NAGAR, KODUNGAIYUR,3RD BLOCK,
CHENNAI 600118",Ok,"3RD BLOCK, 5/70, Muthamizh Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1351728,80.2499377,subpremise,ROOFTOP,600118,Chennai,India,Tamil Nadu
76,04-Tondiarpet,034,FATHIMA NURSING HOME,"6, A.P.ARASU STREET, MOOLAKADAI,  CHENNAI
600118","6, A.P.ARASU STREET, MOOLAKADAI, CHENNAI
600118",Ok,"6, Kaveri Nagar, Erukkanchery, l lane, Nehru Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1274937,80.2460232,subpremise,ROOFTOP,600118,Chennai,India,Tamil Nadu
77,04-Tondiarpet,034,"SRI SELVAN NURSING HOME,","5/811, MOSQUE STREET, KODUNGAIYUR, CHENNAI
600118","5/811, MOSQUE STREET, KODUNGAIYUR, CHENNAI
600118",Ok,"5, Periyar Nagar Main Rd, Periyar Nagar, Moolakadai, Perambur, Chennai, Tamil Nadu 600110, India",13.1284362,80.2402353,street_address,RANGE_INTERPOLATED,600110,Chennai,India,Tamil Nadu
78,04-Tondiarpet,035,NRV HOSPITAL,"NO.86/A, KAMARAJ SALAI,  KODUNGAIYUR, CHENNAI
600118","NO.86/A, KAMARAJ SALAI, KODUNGAIYUR, CHENNAI
600118","Ok, partial match","Kamarajar Salai, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1340292,80.2429199,route,GEOMETRIC_CENTER,600118,Chennai,India,Tamil Nadu
79,04-Tondiarpet,035,SRI DURGA HEALTH CENTRE,"86/2,V.V.GIRI SALAI VIVEKANANDA NAGAR
KODUNGAIYUR,CH118 600118","86/2,V.V.GIRI SALAI VIVEKANANDA NAGAR
KODUNGAIYUR,CH118 600118","Ok, partial match","86, VV Giri St, Kodungaiyur (East), Vasuki Nagar, Vyasarpadi, Chennai, Tamil Nadu 600118, India",13.1310341,80.2558719,street_address,RANGE_INTERPOLATED,600118,Chennai,India,Tamil Nadu
80,04-Tondiarpet,035,INDIAN MECHINARY HOSPITAL,"35, II CROSS ROAD, M.R.MUNUSWAMY NAGAR,
KODUNGAIYUR,CHENNAI 600118","35, II CROSS ROAD, M.R.MUNUSWAMY NAGAR,
KODUNGAIYUR,CHENNAI 600118","3 found, use single geocode.","Cross Rd, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1390376,80.2911589,route,GEOMETRIC_CENTER,600081,Chennai,India,Tamil Nadu
81,04-Tondiarpet,035,ARUJUN POLY CLINIC,"482, MEENAMBAL ROAD, KANNADASAN NAGAR,
CHENNAI 600118","482, MEENAMBAL ROAD, KANNADASAN NAGAR,
CHENNAI 600118",Ok,"Meenambal Rd, Kodungaiyur (East), Kaviarasu Kannadhasan Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1323856,80.2587765,route,GEOMETRIC_CENTER,600118,Chennai,India,Tamil Nadu
82,04-Tondiarpet,035,ARJUN POLY CLINIC,"482,MEENAMBAL ROAD, KANNADASAN NAGAR,
CHENNAI 600118","482,MEENAMBAL ROAD, KANNADASAN NAGAR,
CHENNAI 600118",Ok,"Meenambal Rd, Kodungaiyur (East), Kaviarasu Kannadhasan Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1323856,80.2587765,route,GEOMETRIC_CENTER,600118,Chennai,India,Tamil Nadu
83,04-Tondiarpet,035,KVT HEALTH CENTRE,"16, G.N.T.ROAD, MOOLAKADAI, CHENNAI 600060","16, G.N.T.ROAD, MOOLAKADAI, CHENNAI 600060",Ok,"16, Grand Northern Trunk Rd, Moolakadai, Kodungaiyur, Chennai, Tamil Nadu 600060, India",13.1280292,80.2421077,premise,ROOFTOP,600060,Chennai,India,Tamil Nadu
84,04-Tondiarpet,035,PAVITHRA NURSING HOME,"7, ETHIRAJ SALAI, ERUKKANCHERY, CHENNAI
600118","7, ETHIRAJ SALAI, ERUKKANCHERY, CHENNAI
600118",Ok,"7, Ethiraj Samy Salai Rd, Kodungaiyur (East), Erukkancheri, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1291444,80.2498808,subpremise,ROOFTOP,600118,Chennai,India,Tamil Nadu
85,04-Tondiarpet,036,THAYAM NURSING HOME,"368, WEST AVENUE, VYSARPADI, CHENNAI 600039","368, WEST AVENUE, VYSARPADI, CHENNAI 600039","Ok, partial match","368, MKB Nagar West Ave, MKB Nagar, Mahakavi Bharathiyar Nagar West, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039, India",13.1226656,80.2592806,street_address,RANGE_INTERPOLATED,600039,Chennai,India,Tamil Nadu
86,04-Tondiarpet,036,SRI BALAJI HOSPITAL,"68, M.K.B.NAGAR, CHENNAI   600039","68, M.K.B.NAGAR, CHENNAI 600039",Ok,"68/34, Mahakavi Bharathiyar Nagar West, Mahakavi Bharathi Nagar, Sharma Nagar, Chennai, Tamil Nadu 600039, India",13.124082,80.2568632,premise,ROOFTOP,600039,Chennai,India,Tamil Nadu
87,04-Tondiarpet,036,"SRI SAKTHI NURSING HOME,","65, 12TH WEST STREET, M.K.B.NAGAR, CHENNAI
600039","65, 12TH WEST STREET, M.K.B.NAGAR, CHENNAI
600039","Ok, partial match","65, 12th St, Nehru Nagar, Old Washermanpet, Chennai, Tamil Nadu 600118, India",13.1278082,80.2757975,street_address,RANGE_INTERPOLATED,600118,Chennai,India,Tamil Nadu
88,04-Tondiarpet,036,K.M.HOSPITAL,"167, E.H.ROAD, CHENNAI   600039","167, E.H.ROAD, CHENNAI 600039",Ok,"167-104/1, 167-104/1, Erukkenchery High Rd, Shastri Nagar, Vyasarpadi, Chennai, Tamil Nadu 600112, India",13.1189217,80.2566516,street_address,ROOFTOP,600112,Chennai,India,Tamil Nadu
89,04-Tondiarpet,037,NALAM HOSPITAL,"10A/3, 1ST CROSS STREET, MKB NAGAR CHENNAI
600039","10A/3, 1ST CROSS STREET, MKB NAGAR CHENNAI
600039",Ok,"10, 1st Cross St, Kakkanji Colony, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu 600039, India",13.1143722,80.2516426,street_address,RANGE_INTERPOLATED,600039,Chennai,India,Tamil Nadu
90,04-Tondiarpet,037,NIRMALA HOSPITAL,"22, 2ND CROSS STREET, MKB NAGAR, CHENNAI
600039","22, 2ND CROSS STREET, MKB NAGAR, CHENNAI
600039",Ok,"22, 2nd Cross St, MKB Nagar, Samiyar Garden, Vyasarpadi, Chennai, Tamil Nadu 600039, India",13.1187115,80.2613626,street_address,ROOFTOP,600039,Chennai,India,Tamil Nadu
91,04-Tondiarpet,037,NIRMALA HOSPITAL,"22, 2ND CROSS STREET, MKB NAGAR, CHENNAI
600039","22, 2ND CROSS STREET, MKB NAGAR, CHENNAI
600039",Ok,"22, 2nd Cross St, MKB Nagar, Samiyar Garden, Vyasarpadi, Chennai, Tamil Nadu 600039, India",13.1187115,80.2613626,street_address,ROOFTOP,600039,Chennai,India,Tamil Nadu
92,04-Tondiarpet,037,C C NURSING HOME,"AP.937 AND 504, 12TH CENTRAL CROSS STREET 6TH
MAIN ROAD, M.K.B.NAGAR, CHENNAI 600039","AP.937 AND 504, 12TH CENTRAL CROSS STREET 6TH
MAIN ROAD, M.K.B.NAGAR, CHENNAI 600039","2 found, use single geocode.","6th Main Rd, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu, India",13.1213648,80.26513,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
93,04-Tondiarpet,037,ANNAI HOSPITAL,"325, WEST AVENUE ROAD, MKB NAGAR, CHENNAI
600039","325, WEST AVENUE ROAD, MKB NAGAR, CHENNAI
600039",Ok,"325, MKB Nagar West Ave, MKB Nagar, Mahakavi Bharathiyar Nagar Central, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039, India",13.1208371,80.259525,subpremise,ROOFTOP,600039,Chennai,India,Tamil Nadu
94,04-Tondiarpet,038,AROKYA NURSING HOME,"ENNORE HIGH ROAD, SUNDARAM PILLAI STREET,
CHENNAI 600118","ENNORE HIGH ROAD, SUNDARAM PILLAI STREET,
CHENNAI 600118","2 found, use single geocode.","Ennore High Rd, Chennai, Tamil Nadu 600118, India",13.1334092,80.2801238,route,GEOMETRIC_CENTER,600118,Chennai,India,Tamil Nadu
95,04-Tondiarpet,038,M.R.S.HOSPITAL,"4,NEHRU NAGAR MAIN ROAD GANTHI
NAGAR,TONDIARPET CHENNAI.81 600081","4,NEHRU NAGAR MAIN ROAD GANTHI
NAGAR,TONDIARPET CHENNAI.81 600081","Ok, partial match","4, Nehru Nagar Main Rd, Nehru Nagar, Old Washermanpet, Chennai, Tamil Nadu 600118, India",13.1272,80.2756199,street_address,RANGE_INTERPOLATED,600118,Chennai,India,Tamil Nadu
96,04-Tondiarpet,038,GOWTHAM NURSING HOME,"3, MAIN STREET, NETHAJI NAGAR,
TONDIARPET,CHENNAI 600081","3, MAIN STREET, NETHAJI NAGAR,
TONDIARPET,CHENNAI 600081",Ok,"3rd St & Main St, Shivaji Nagar, Nethaji Nagar, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1273436,80.2803337,intersection,GEOMETRIC_CENTER,600081,Chennai,India,Tamil Nadu
97,04-Tondiarpet,038,PARVATHYAMMAL HOSPITAL,"13, IST STREET, DURGADEVI NAGAR, TONDIARPET,
CHENNAI 600081","13, IST STREET, DURGADEVI NAGAR, TONDIARPET,
CHENNAI 600081",Ok,"13, 1st St, M.G.R.NAGAR, A Block, Old Washermanpet, Chennai, Tamil Nadu 600118, India",13.1272274,80.2712795,street_address,RANGE_INTERPOLATED,600118,Chennai,India,Tamil Nadu
98,04-Tondiarpet,038,MUTHU NURSING HOME,"35, NETHAJI NAGAR, TONDIARPET, CHENNAI 600081","35, NETHAJI NAGAR, TONDIARPET, CHENNAI 600081",Ok,"35, Nethaji Nagar, Old Washermanpet, Chennai, Tamil Nadu 600118, India",13.1331093,80.2776115,street_address,ROOFTOP,600118,Chennai,India,Tamil Nadu
99,04-Tondiarpet,039,VASAN HEALTH CARE PVT LTD,"447, T.H. ROAD PLD WASHERMENPET  CHENNAI
600021","447, T.H. ROAD PLD WASHERMENPET CHENNAI
600021",Ok,"976/447, Thiruvottiyur High Rd, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.111049,80.281216,street_address,ROOFTOP,600021,Chennai,India,Tamil Nadu
100,04-Tondiarpet,039,J P NURSING HOME,"7, VEERARAGAVA ROAD, CHENNAI   600081","7, VEERARAGAVA ROAD, CHENNAI 600081","Ok, partial match","Chennai, Tamil Nadu 600081, India",13.1354163,80.2933872,postal_code,APPROXIMATE,600081,Chennai,India,Tamil Nadu
101,04-Tondiarpet,039,JAYA NURSING HOME,740 T.H.ROAD CH81 600081,740 T.H.ROAD CH81 600081,"Ok, partial match","740, Thiruvottiyur High Rd, Ashok Nagar, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.13814,80.294482,street_address,ROOFTOP,600081,Chennai,India,Tamil Nadu
102,04-Tondiarpet,039,NEW WASHERMANPET CWC,"4TH STREET, CHERIAN NAGAR, NEW
WASHERMANPET, CHENNAI 600081","4TH STREET, CHERIAN NAGAR, NEW
WASHERMANPET, CHENNAI 600081",Ok,"4th St, Chariyan Nagar, Chennai, Tamil Nadu, India",13.1388889,80.2973206,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
103,04-Tondiarpet,039,BALAJI HOSPITAL,"86/293,T.H.ROAD, NEW WASHERMANPET, CHENNAI
600081","86/293,T.H.ROAD, NEW WASHERMANPET, CHENNAI
600081",Ok,"293/86, Thiruvottiyur High Rd, Market Farm, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1358751,80.2936808,premise,ROOFTOP,600081,Chennai,India,Tamil Nadu
104,04-Tondiarpet,039,SUDHA CLINIC,"740, T.H.ROAD, CHENNAI   600081","740, T.H.ROAD, CHENNAI 600081",Ok,"740, Thiruvottiyur High Rd, Ashok Nagar, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.13814,80.294482,street_address,ROOFTOP,600081,Chennai,India,Tamil Nadu
105,04-Tondiarpet,039,J.K.HOSPITAL,"90, T.H.ROAD, CHENNAI   600081","90, T.H.ROAD, CHENNAI 600081",Ok,"90, Thiruvottiyur High Rd, Kaladipet, Tiruvottiyur, Chennai, Tamil Nadu 600019, India",13.1514012,80.2994878,street_address,ROOFTOP,600019,Chennai,India,Tamil Nadu
106,04-Tondiarpet,039,NEW WASHERMANPET CWC,"CHERIAN NAGAR, CHENNAI   600021","CHERIAN NAGAR, CHENNAI 600021",Ok,"Cherian Nagar, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1388336,80.2975984,route,GEOMETRIC_CENTER,600081,Chennai,India,Tamil Nadu
107,04-Tondiarpet,039,MADRAS DOCK LABOUR BOARD HOSPITAL,"TONDAIARPET, CHENNAI   600081","TONDAIARPET, CHENNAI 600081","Ok, partial match","Tondiarpet, Chennai, Tamil Nadu, India",13.1261062,80.2879959,"political, sublocality, sublocality_level_1",APPROXIMATE,,Chennai,India,Tamil Nadu
108,04-Tondiarpet,040,RAMAIAH NURSING HOME,"4, L.I.G.COLONY,CROSS ROAD, NEW
WASHERMANPET, CHENNAI 600081","4, L.I.G.COLONY,CROSS ROAD, NEW
WASHERMANPET, CHENNAI 600081","Ok, partial match","Cross Rd, LIG Colony, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1389511,80.2920117,route,GEOMETRIC_CENTER,600081,Chennai,India,Tamil Nadu
109,04-Tondiarpet,040,SUN NURSING HOME,"7, CORPORATION COLONY, TONDIARPET, CHENNAI
600081","7, CORPORATION COLONY, TONDIARPET, CHENNAI
600081",Ok,"12/7, Corporation Colony, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1315269,80.2902229,street_address,ROOFTOP,600081,Chennai,India,Tamil Nadu
110,04-Tondiarpet,040,GOVERNMENT PERIPHERAL HOSPITAL,"KAYIAM MUDALI STREET, TONDIARPET, CHENNAI
600081","KAYIAM MUDALI STREET, TONDIARPET, CHENNAI
600081","Ok, partial match","Thandavarayan St, Sanjeevarayanpet, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.121337,80.2895355,route,GEOMETRIC_CENTER,600081,Chennai,India,Tamil Nadu
111,04-Tondiarpet,040,ARUN HOSPITAL,"15/32 PILLAIYAR KOIL ST TONDIARPET,CH.81 600081","15/32 PILLAIYAR KOIL ST TONDIARPET,CH.81 600081","Ok, partial match","Tondiarpet, Chennai, Tamil Nadu, India",13.1261062,80.2879959,"political, sublocality, sublocality_level_1",APPROXIMATE,,Chennai,India,Tamil Nadu
112,04-Tondiarpet,040,GAYATHRI NURSING HOME,"21, V.P.KOIL STREET, TONDIARPET, CHENNAI 600081","21, V.P.KOIL STREET, TONDIARPET, CHENNAI 600081",Ok,"37-21-1, 37-21-1, Veera Perumal Koil St, Kattukoil Garden, Mylapore, Chennai, Tamil Nadu 600004, India",13.0394239,80.2669401,premise,ROOFTOP,600004,Chennai,India,Tamil Nadu
113,04-Tondiarpet,040,MALLIGAI HOSPITAL,"33, KANAKAPILLAI STREET, TONDIARPET, CHENNAI
600021","33, KANAKAPILLAI STREET, TONDIARPET, CHENNAI
600021","Ok, partial match","Chennai, Tamil Nadu 600021, India",13.1153868,80.2830856,postal_code,APPROXIMATE,600021,Chennai,India,Tamil Nadu
114,04-Tondiarpet,040,EZHIL HOSPITAL,"183, T.H.ROAD, TONDIARPET, CHENNAI 600081","183, T.H.ROAD, TONDIARPET, CHENNAI 600081",Ok,"183, Thiruvottiyur High Rd, Sivakami Nagar, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1368133,80.2939074,street_address,RANGE_INTERPOLATED,600081,Chennai,India,Tamil Nadu
115,04-Tondiarpet,040,M.K.NURSING HOME,"46, RATHNASABAPATHY STREET, CHENNAI   600021","46, RATHNASABAPATHY STREET, CHENNAI 600021",Ok,"Rathinasabapathi St, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0504597,80.2217271,route,GEOMETRIC_CENTER,600024,Chennai,India,Tamil Nadu
116,04-Tondiarpet,040,APOLLO HOSPITAL,"646, T.H.ROAD, TONDIARPET, CHENNAI 600081","646, T.H.ROAD, TONDIARPET, CHENNAI 600081",Ok,"646, Thiruvottiyur High Rd, Thangal, Vasantha Nagar, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1405,80.2952996,street_address,ROOFTOP,600081,Chennai,India,Tamil Nadu
117,04-Tondiarpet,040,RUDRACELLA CLINIC CARE,"599,T.H.ROAD, TONDIARPET CHENNAI 600081","599,T.H.ROAD, TONDIARPET CHENNAI 600081",Ok,"599, Thiruvottiyur High Rd, Korukkupet, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1229519,80.286897,street_address,ROOFTOP,600081,Chennai,India,Tamil Nadu
118,04-Tondiarpet,042,RASI HOSPITAL,"573,T.H.ROAD, CHENNAI   600021","573,T.H.ROAD, CHENNAI 600021",Ok,"573, Thiruvottiyur High Rd, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.1203572,80.2858597,street_address,ROOFTOP,600021,Chennai,India,Tamil Nadu
119,04-Tondiarpet,042,GANGA NURSING HOME,"280, T.H.ROAD, WASHERMANPET, CHENNAI 600021","280, T.H.ROAD, WASHERMANPET, CHENNAI 600021",Ok,"280, Thiruvottiyur High Rd, Korukkupet, Tondiarpet, Chennai, Tamil Nadu 600021, India",13.1182948,80.2849712,street_address,RANGE_INTERPOLATED,600021,Chennai,India,Tamil Nadu
120,04-Tondiarpet,042,AATHITHYAN HOSPITAL,"549, T.H.ROAD, CHENNAI   600021","549, T.H.ROAD, CHENNAI 600021",Ok,"549, Thiruvottiyur High Rd, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.118322,80.2847744,street_address,ROOFTOP,600021,Chennai,India,Tamil Nadu
121,04-Tondiarpet,042,PRASATH NURSING HOME,"575, T.H.ROAD, CHENNAI   600021","575, T.H.ROAD, CHENNAI 600021",Ok,"684/575, Thiruvottiyur High Rd, Korukkupet, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.120512,80.285919,street_address,ROOFTOP,600081,Chennai,India,Tamil Nadu
122,04-Tondiarpet,042,SUMANGALI NURSING HOME,"267, T.H.ROAD, CHENNAI   600021","267, T.H.ROAD, CHENNAI 600021",Ok,"267, Thiruvottiyur High Rd, Korukkupet, Tondiarpet, Chennai, Tamil Nadu 600021, India",13.117175,80.2842429,street_address,RANGE_INTERPOLATED,600021,Chennai,India,Tamil Nadu
123,04-Tondiarpet,042,RAASI HOSPITAL,"573, T.H.ROAD, CHENNAI   600021","573, T.H.ROAD, CHENNAI 600021",Ok,"573, Thiruvottiyur High Rd, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.1203572,80.2858597,street_address,ROOFTOP,600021,Chennai,India,Tamil Nadu
124,04-Tondiarpet,042,PADMAM HOSPITAL,"1, VEERAKUTTY STREET, OLD WASHERMANPET,
CHENNAI 600021","1, VEERAKUTTY STREET, OLD WASHERMANPET,
CHENNAI 600021",Ok,"1/1/1, Veerakutty Street Korukkupet, Tondiarpet, 1, Veerakutty St, Korukkupet, Washermanpet, Chennai, Tamil Nadu 600021, India",13.1206875,80.2857945,street_address,ROOFTOP,600021,Chennai,India,Tamil Nadu
125,04-Tondiarpet,042,K.J.NURSING HOME,"272, T.H.ROAD, CHENNAI   600021","272, T.H.ROAD, CHENNAI 600021",Ok,"829/272/2, Thiruvottiyur High Rd, Sanjeevarayanpet, Old Washermanpet, Chennai, Tamil Nadu 600081, India",13.1209586,80.2864108,street_address,ROOFTOP,600081,Chennai,India,Tamil Nadu
126,04-Tondiarpet,042,RANGA NURSING HOME,"287, T.H.ROAD, OLDWASHERMANPET, CHENNAI
600021","287, T.H.ROAD, OLDWASHERMANPET, CHENNAI
600021",Ok,"287, Thiruvottiyur High Rd, near Vaigai Mahal, Chellapa Colony, New Washermenpet, Tiruvottiyur, Chennai, Tamil Nadu 600021, India",13.1191805,80.2858331,premise,ROOFTOP,600021,Chennai,India,Tamil Nadu
127,04-Tondiarpet,042,RAM NURSING HOME,"248, T.H.ROAD,  TONDIARPET CHENNAI 600081","248, T.H.ROAD, TONDIARPET CHENNAI 600081",Ok,"248, Thiruvottiyur High Rd, Thangal, Dhanapal Nagar, Ashok Nagar, New Vannarpettai, Chennai, Tamil Nadu 600081, India",13.1394535,80.294994,street_address,ROOFTOP,600081,Chennai,India,Tamil Nadu
128,04-Tondiarpet,043,COMMUNICABLE DISEASE HOSPITAL,"182, T.H.ROAD, CHENNAI   600021","182, T.H.ROAD, CHENNAI 600021",Ok,"182, Thiruvottiyur High Rd, New Washermenpet, Poonamallee, Chennai, Tamil Nadu 600124, India",13.1346,80.2929258,street_address,ROOFTOP,600124,Chennai,India,Tamil Nadu
129,04-Tondiarpet,044,AISWARYA HOSPITAL,"65A,MELPATTY PONNAPPAN ST,PERAMBUR,
CHENNAI   600039","65A,MELPATTY PONNAPPAN ST,PERAMBUR,
CHENNAI 600039",Ok,"65, Melpatti Ponnappan St, Kakkanji Colony, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu 600039, India",13.1154013,80.2475673,street_address,RANGE_INTERPOLATED,600039,Chennai,India,Tamil Nadu
130,04-Tondiarpet,044,PARVATHAM HOSPITAL,"15, M.H.ROAD, PERAMBUR  CHENNAI 600011","15, M.H.ROAD, PERAMBUR CHENNAI 600011",Ok,"15, Madhavaram High Rd, Siruvallur, Perambur, Chennai, Tamil Nadu 600060, India",13.1144027,80.2438681,street_address,ROOFTOP,600060,Chennai,India,Tamil Nadu
131,04-Tondiarpet,044,PERAMBUR CWC,"100, KAMARAJAR II STREET, CHENNAI   600039","100, KAMARAJAR II STREET, CHENNAI 600039","Ok, partial match","100, Amman Koil St, Peddanaickenpet, George Town, Chennai, Tamil Nadu 600001, India",13.0991162,80.2768963,street_address,ROOFTOP,600001,Chennai,India,Tamil Nadu
132,04-Tondiarpet,045,ELANGO NAGAR CWC,"18, DR.AMBEDKAR COLLEGE ROAD, VYASARPADI,
CHENNAI 600039","18, DR.AMBEDKAR COLLEGE ROAD, VYASARPADI,
CHENNAI 600039",Ok,"18, Dr. Ambedkar College Rd, Santhi Nagar, Vyasar Nagar Colony, Perambur, Chennai, Tamil Nadu 600039, India",13.1120264,80.2595853,street_address,RANGE_INTERPOLATED,600039,Chennai,India,Tamil Nadu
133,04-Tondiarpet,046,SRIVAHANI HOSPITAL,ERUKKANCHERY  CHENNAI   600039,ERUKKANCHERY CHENNAI 600039,Ok,"Erukkancheri, Kodungaiyur, Chennai, Tamil Nadu, India",13.127733,80.2484696,"political, sublocality, sublocality_level_2",APPROXIMATE,,Chennai,India,Tamil Nadu
134,04-Tondiarpet,047,VASANTHAMANI NURSING HOME,"136, JEEVA NAGAR,8TH STREET, KORUKKUPET,
CHENNAI 600021","136, JEEVA NAGAR,8TH STREET, KORUKKUPET,
CHENNAI 600021","Ok, partial match","5/13, Chigirintha Palayam 4th St, Meenambal Nagar, Chigirintha Palayam, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.1188903,80.275467,"establishment, mosque, place_of_worship, point_of_interest",ROOFTOP,600021,Chennai,India,Tamil Nadu
135,04-Tondiarpet,047,SUGAIL NURSING HOME,"54, VIJAYARAGAVALU STREET, CHENNAI   600021","54, VIJAYARAGAVALU STREET, CHENNAI 600021",Ok,"54, Vijayaraghavalu Rd, Basin Bridge, Kathibada, Old Washermanpet, Chennai, Tamil Nadu 600001, India",13.1058816,80.2798297,street_address,RANGE_INTERPOLATED,600001,Chennai,India,Tamil Nadu
136,04-Tondiarpet,047,R.K.NAGAR CWC,"88 K.H.ROAD, KORRUKUPET, CHENNAI 600021","88 K.H.ROAD, KORRUKUPET, CHENNAI 600021","Ok, partial match","Main St, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu, India",13.1253403,80.2755307,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
137,04-Tondiarpet,048,ORION HOSPITAL,"18,ARUMUGAM ST OLD WASHERMENPET
CHENNAI21 600021","18,ARUMUGAM ST OLD WASHERMENPET
CHENNAI21 600021","2 found, use single geocode.","18/31, Arumugam St, Meenambal Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.1168601,80.2822312,street_address,ROOFTOP,600021,Chennai,India,Tamil Nadu
138,04-Tondiarpet,048,DR.V.R.NAGAR CWC,"474, T.H.ROAD, CHENNAI   600081","474, T.H.ROAD, CHENNAI 600081",Ok,"474, Thiruvottiyur High Rd, Press Colony, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1321908,80.2920578,street_address,RANGE_INTERPOLATED,600081,Chennai,India,Tamil Nadu
139,04-Tondiarpet,048,DHANVANTHIRI MULTI SPECIALITY HOSPITAL,"NO. 10/18, ARUMUGAM STREET OLD
WASHERMENPET CHENNAI 600021","NO. 10/18, ARUMUGAM STREET OLD
WASHERMENPET CHENNAI 600021",Ok,"10/18, Arumugam St, Meenambal Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021, India",13.1167378,80.2802471,street_address,ROOFTOP,600021,Chennai,India,Tamil Nadu
